#{"t_start": 1716476490.580547, "env_id": "None"}
r,l,t
-90.0,30,17.250391
-180.0,30,17.250396
-90.0,30,17.375421
-190.0,30,17.37547
-390.0,30,17.375478
-90.0,30,17.375483
-190.0,30,17.375488
-190.0,30,17.375497
-300.0,30,17.375502
-190.0,30,17.375506
-190.0,30,17.495694
-190.0,30,17.49572
-200.0,30,17.495731
-300.0,30,17.495736
-390.0,30,17.495741
-190.0,30,17.495745
0.0,30,17.495749
-200.0,30,17.495753
-190.0,30,17.603212
10.0,30,17.603236
-390.0,30,17.603244
120.0,30,17.603249
-200.0,30,17.603254
-290.0,30,17.603258
120.0,30,17.603263
-300.0,30,17.603267
-180.0,30,17.711438
20.0,30,17.711471
-380.0,30,17.711482
-100.0,30,17.711487
-590.0,30,17.711492
-600.0,30,17.711496
10.0,30,17.7115
-180.0,30,17.711504
30.0,30,17.818241
-180.0,30,17.818261
-380.0,30,17.818267
-190.0,30,17.818272
-200.0,30,17.818277
-80.0,30,17.818281
-90.0,30,17.818285
-170.0,30,17.818289
-190.0,30,17.924697
120.0,30,17.924715
-80.0,30,17.924721
-200.0,30,17.924726
-190.0,30,17.92473
20.0,30,17.924734
-100.0,30,17.924738
-200.0,30,17.924742
-190.0,30,18.031127
-90.0,30,18.031147
-390.0,30,18.031153
-190.0,30,18.031158
-180.0,30,18.031162
-90.0,30,18.031166
-390.0,30,18.03117
-90.0,30,18.031174
10.0,30,18.137639
-170.0,30,18.13766
-190.0,30,18.137666
-390.0,30,18.137685
10.0,30,18.137689
-590.0,30,18.137694
-500.0,30,18.137698
-190.0,30,18.137706
20.0,30,18.245176
-200.0,30,18.245193
-190.0,30,18.245199
0.0,30,18.245204
-180.0,30,18.245208
-390.0,30,18.245212
-200.0,30,18.24522
-400.0,30,18.245224
-190.0,30,18.351431
-190.0,30,18.351451
20.0,30,18.351458
10.0,30,18.351462
10.0,30,18.351467
-190.0,30,18.351471
0.0,30,18.351475
-190.0,30,18.351479
10.0,30,18.457608
-190.0,30,18.457628
-190.0,30,18.457634
0.0,30,18.457638
-390.0,30,18.457643
-380.0,30,18.457647
-400.0,30,18.457651
-200.0,30,18.457655
-390.0,30,18.566626
10.0,30,18.566657
-180.0,30,18.566664
-190.0,30,18.566669
-390.0,30,18.566674
0.0,30,18.566678
-380.0,30,18.566682
-290.0,30,18.566687
-200.0,30,18.67377
-390.0,30,18.673792
-180.0,30,18.673799
-200.0,30,18.673804
-190.0,30,18.673808
10.0,30,18.673812
-190.0,30,18.673816
-90.0,30,18.673821
-200.0,30,18.780989
-390.0,30,18.781007
120.0,30,18.781013
30.0,30,18.781018
10.0,30,18.781024
-400.0,30,18.781029
110.0,30,18.781033
10.0,30,18.781036
-190.0,30,18.888127
30.0,30,18.888143
-100.0,30,18.888149
-190.0,30,18.888154
-200.0,30,18.888158
-200.0,30,18.888162
-200.0,30,18.888166
-380.0,30,18.88817
-180.0,30,18.994847
30.0,30,18.994866
-200.0,30,18.994872
-100.0,30,18.994877
-390.0,30,18.994881
-90.0,30,18.994885
10.0,30,18.994889
-80.0,30,18.994893
-590.0,30,19.101618
10.0,30,19.101639
-390.0,30,19.101645
10.0,30,19.10165
-190.0,30,19.101655
-190.0,30,19.101663
230.0,30,19.101667
-180.0,30,19.101671
-200.0,30,19.20887
10.0,30,19.208891
-290.0,30,19.208897
20.0,30,19.208901
10.0,30,19.208906
-400.0,30,19.20891
110.0,30,19.208914
-90.0,30,19.208918
20.0,30,19.315379
-190.0,30,19.315395
-190.0,30,19.315401
-190.0,30,19.315406
-190.0,30,19.31541
-380.0,30,19.315414
-600.0,30,19.315418
0.0,30,19.315422
-90.0,30,53.310133
-190.0,30,53.31043
-190.0,30,53.310443
-180.0,30,53.31045
0.0,30,53.310456
0.0,30,53.310462
-90.0,30,53.310467
10.0,30,53.310472
-200.0,30,53.444233
-190.0,30,53.444291
-190.0,30,53.4443
-390.0,30,53.444307
10.0,30,53.444312
-180.0,30,53.444318
10.0,30,53.444323
30.0,30,53.444328
20.0,30,53.581898
-190.0,30,53.581948
-90.0,30,53.581957
-190.0,30,53.581977
-200.0,30,53.581983
-90.0,30,53.581989
-400.0,30,53.581994
20.0,30,53.581999
-390.0,30,53.719463
-390.0,30,53.719513
10.0,30,53.719523
-390.0,30,53.719529
-190.0,30,53.719535
10.0,30,53.71954
20.0,30,53.719546
-590.0,30,53.719551
20.0,30,53.85308
20.0,30,53.853128
-190.0,30,53.853138
-180.0,30,53.853144
-390.0,30,53.85315
-200.0,30,53.853155
-200.0,30,53.85316
-190.0,30,53.853166
-400.0,30,53.992697
-170.0,30,53.992747
-180.0,30,53.992757
-190.0,30,53.992763
-100.0,30,53.992769
-190.0,30,53.992774
120.0,30,53.992779
-390.0,30,53.992784
-380.0,30,54.156335
20.0,30,54.156395
20.0,30,54.156409
20.0,30,54.156416
110.0,30,54.156422
-190.0,30,54.156428
10.0,30,54.156434
-390.0,30,54.156439
-100.0,30,54.331954
-390.0,30,54.332007
10.0,30,54.332018
10.0,30,54.332025
-190.0,30,54.332032
-380.0,30,54.332037
-200.0,30,54.332042
-390.0,30,54.332048
-180.0,30,54.497356
-390.0,30,54.497407
-180.0,30,54.497416
220.0,30,54.497423
-200.0,30,54.497429
-180.0,30,54.497434
-200.0,30,54.497439
-200.0,30,54.497444
0.0,30,54.650464
-390.0,30,54.650523
-190.0,30,54.650539
-390.0,30,54.650545
0.0,30,54.650551
-190.0,30,54.650556
-180.0,30,54.650562
-600.0,30,54.650567
-190.0,30,54.78556
-390.0,30,54.785612
-580.0,30,54.785622
10.0,30,54.785628
-100.0,30,54.785634
-180.0,30,54.785639
-600.0,30,54.785644
10.0,30,54.785649
10.0,30,54.920296
10.0,30,54.920342
-100.0,30,54.920351
-400.0,30,54.920358
-200.0,30,54.920363
-100.0,30,54.920369
10.0,30,54.920374
-170.0,30,54.920378
-190.0,30,55.056797
-400.0,30,55.05685
-180.0,30,55.056862
-200.0,30,55.056869
-200.0,30,55.056874
-190.0,30,55.056879
-200.0,30,55.056884
-390.0,30,55.056889
-590.0,30,55.189402
-190.0,30,55.189444
10.0,30,55.189453
-290.0,30,55.18946
-390.0,30,55.189465
-190.0,30,55.189481
-400.0,30,55.189485
-190.0,30,55.189492
110.0,30,55.324306
10.0,30,55.324361
10.0,30,55.324369
-390.0,30,55.324375
220.0,30,55.324379
10.0,30,55.324384
-190.0,30,55.324388
-300.0,30,55.324393
-390.0,30,55.476338
-390.0,30,55.476387
-390.0,30,55.476395
20.0,30,55.4764
-190.0,30,55.476405
-180.0,30,55.47641
120.0,30,55.476414
10.0,30,55.476419
-190.0,30,55.619751
10.0,30,55.619802
110.0,30,55.619811
20.0,30,55.61982
-370.0,30,55.619825
-100.0,30,55.61983
-190.0,30,55.619834
110.0,30,55.619839
-200.0,30,55.818286
10.0,30,55.818338
-290.0,30,55.818347
-90.0,30,55.818352
-90.0,30,55.818357
-400.0,30,55.818361
-200.0,30,55.818366
0.0,30,55.81837
-190.0,30,55.978137
10.0,30,55.978194
-190.0,30,55.978205
-390.0,30,55.978211
-80.0,30,55.978219
-200.0,30,55.978223
-190.0,30,55.978227
-190.0,30,55.978231
-200.0,30,56.127131
120.0,30,56.127194
-200.0,30,56.127203
20.0,30,56.127208
-190.0,30,56.127212
10.0,30,56.127217
-190.0,30,56.127221
20.0,30,56.127225
-390.0,30,56.277832
-190.0,30,56.277879
-90.0,30,56.277891
-190.0,30,56.277897
-200.0,30,56.277901
-390.0,30,56.277906
-190.0,30,56.27791
-190.0,30,56.277914
220.0,30,56.42997
-190.0,30,56.430014
-400.0,30,56.430023
-400.0,30,56.430029
-200.0,30,56.430034
10.0,30,56.43004
20.0,30,56.43005
-180.0,30,56.430057
-190.0,30,56.602094
-400.0,30,56.602137
-190.0,30,56.602145
-180.0,30,56.60215
30.0,30,56.602157
-190.0,30,56.602162
-390.0,30,56.602167
-190.0,30,56.602171
230.0,30,56.776486
10.0,30,56.776536
20.0,30,56.776545
20.0,30,56.77655
-380.0,30,56.776555
-170.0,30,56.77656
-90.0,30,56.776564
10.0,30,56.776568
20.0,30,56.942092
-190.0,30,56.942138
-200.0,30,56.942147
-100.0,30,56.942152
-300.0,30,56.942157
-400.0,30,56.942161
-290.0,30,56.942166
-200.0,30,56.94217
10.0,30,57.095249
-170.0,30,57.095292
10.0,30,57.0953
-390.0,30,57.095305
-100.0,30,57.09531
-390.0,30,57.095315
10.0,30,57.095319
20.0,30,57.095323
-190.0,30,57.238461
10.0,30,57.238505
0.0,30,57.238516
-190.0,30,57.238522
-380.0,30,57.238527
120.0,30,57.238531
0.0,30,57.238535
-380.0,30,57.238539
-100.0,30,57.381478
-590.0,30,57.38153
10.0,30,57.381539
-180.0,30,57.381544
-590.0,30,57.381549
-190.0,30,57.381553
10.0,30,57.381557
10.0,30,57.381561
-300.0,30,57.52544
-390.0,30,57.525488
120.0,30,57.525496
-200.0,30,57.525502
-180.0,30,57.525506
-180.0,30,57.525511
-400.0,30,57.525515
-170.0,30,57.525519
-400.0,30,57.678755
20.0,30,57.6788
-400.0,30,57.678808
-390.0,30,57.678813
10.0,30,57.678818
-390.0,30,57.678822
10.0,30,57.678827
10.0,30,57.678831
110.0,30,57.827342
-200.0,30,57.827392
-180.0,30,57.827404
-190.0,30,57.827409
20.0,30,57.827414
-190.0,30,57.827419
-380.0,30,57.827423
20.0,30,57.827428
20.0,30,57.982659
-200.0,30,57.982705
20.0,30,57.982714
-190.0,30,57.982719
-80.0,30,57.982723
0.0,30,57.982728
-400.0,30,57.982732
-200.0,30,57.982736
10.0,30,58.127166
20.0,30,58.127214
0.0,30,58.127224
-190.0,30,58.127231
20.0,30,58.12724
-390.0,30,58.127244
-380.0,30,58.127249
-190.0,30,58.127253
-170.0,30,58.271844
-400.0,30,58.27189
10.0,30,58.271898
120.0,30,58.271903
-190.0,30,58.271912
-170.0,30,58.271916
120.0,30,58.27192
-390.0,30,58.271924
-180.0,30,58.418484
-390.0,30,58.418534
-390.0,30,58.418542
-380.0,30,58.418547
10.0,30,58.418555
10.0,30,58.41856
-200.0,30,58.418564
-90.0,30,58.418568
-400.0,30,58.564856
-390.0,30,58.564898
-190.0,30,58.564907
10.0,30,58.564912
-190.0,30,58.564917
-180.0,30,58.564921
-190.0,30,58.564925
-180.0,30,58.564929
-90.0,30,58.713672
10.0,30,58.713715
-390.0,30,58.713723
-100.0,30,58.713729
-300.0,30,58.713733
-90.0,30,58.713738
110.0,30,58.713742
-90.0,30,58.713746
-200.0,30,58.868911
-380.0,30,58.868954
-180.0,30,58.868962
10.0,30,58.868968
-90.0,30,58.868972
-200.0,30,58.868977
-390.0,30,58.868981
10.0,30,58.868985
-390.0,30,59.038827
-190.0,30,59.038867
-400.0,30,59.038875
-180.0,30,59.03888
20.0,30,59.038885
-200.0,30,59.038893
-190.0,30,59.038897
-200.0,30,59.038901
-190.0,30,59.194641
-600.0,30,59.194696
-600.0,30,59.194705
-190.0,30,59.19471
-190.0,30,59.194714
-200.0,30,59.194719
-90.0,30,59.194723
10.0,30,59.194727
20.0,30,59.340239
-380.0,30,59.340293
-90.0,30,59.340301
-180.0,30,59.340306
220.0,30,59.340311
-190.0,30,59.340315
-170.0,30,59.340319
-390.0,30,59.340323
-200.0,30,59.477447
-380.0,30,59.477498
-190.0,30,59.477506
-200.0,30,59.477511
10.0,30,59.477515
10.0,30,59.47752
20.0,30,59.477524
-190.0,30,59.477534
-600.0,30,59.612551
20.0,30,59.612599
-190.0,30,59.612607
-190.0,30,59.612612
10.0,30,59.612617
10.0,30,59.612621
20.0,30,59.612625
-190.0,30,59.612629
-200.0,30,59.750903
-380.0,30,59.750945
-200.0,30,59.750952
-590.0,30,59.750958
-190.0,30,59.750962
120.0,30,59.750972
-190.0,30,59.750977
-380.0,30,59.750982
-280.0,30,59.889026
10.0,30,59.889074
-170.0,30,59.889082
-400.0,30,59.889087
110.0,30,59.889092
220.0,30,59.889097
20.0,30,59.889101
10.0,30,59.889105
-190.0,30,60.029469
-90.0,30,60.029519
-380.0,30,60.029531
-180.0,30,60.029536
-170.0,30,60.029541
-180.0,30,60.029545
-390.0,30,60.029549
-180.0,30,60.029553
-90.0,30,60.169707
-190.0,30,60.169767
-580.0,30,60.169775
-190.0,30,60.16978
-390.0,30,60.169785
-390.0,30,60.169789
-180.0,30,60.169793
-200.0,30,60.169797
-390.0,30,60.311922
-400.0,30,60.311972
-200.0,30,60.31198
0.0,30,60.311986
-200.0,30,60.311993
-400.0,30,60.311998
130.0,30,60.312002
10.0,30,60.31202
-390.0,30,60.461246
-390.0,30,60.461292
10.0,30,60.461301
-170.0,30,60.461307
-190.0,30,60.461311
-190.0,30,60.461316
-190.0,30,60.461321
-190.0,30,60.461325
-400.0,30,60.604953
-400.0,30,60.604981
20.0,30,60.604987
-190.0,30,60.604992
10.0,30,60.604997
230.0,30,60.605001
10.0,30,60.605006
-190.0,30,60.60501
-80.0,30,60.744238
10.0,30,60.74429
-190.0,30,60.744307
20.0,30,60.744328
-190.0,30,60.744334
120.0,30,60.744339
-180.0,30,60.744344
110.0,30,60.744349
-390.0,30,60.877519
-190.0,30,60.877568
30.0,30,60.877576
10.0,30,60.877582
-190.0,30,60.877587
-200.0,30,60.877591
-190.0,30,60.877596
-200.0,30,60.8776
-190.0,30,61.019882
-100.0,30,61.019931
-190.0,30,61.019939
10.0,30,61.019945
-190.0,30,61.019949
-600.0,30,61.019954
-400.0,30,61.019958
-190.0,30,61.019962
-180.0,30,61.176815
-90.0,30,61.176865
-190.0,30,61.176875
-190.0,30,61.176881
-80.0,30,61.176886
10.0,30,61.17689
110.0,30,61.176895
-200.0,30,61.176899
-500.0,30,61.347827
20.0,30,61.347877
10.0,30,61.347885
-180.0,30,61.34789
-190.0,30,61.347894
-190.0,30,61.347899
20.0,30,61.347903
110.0,30,61.347907
-400.0,30,61.524863
-100.0,30,61.524914
0.0,30,61.524924
-190.0,30,61.524929
-190.0,30,61.524935
110.0,30,61.524939
-300.0,30,61.524944
-180.0,30,61.524948
-200.0,30,61.678158
-590.0,30,61.67831
10.0,30,61.678335
-190.0,30,61.678343
-300.0,30,61.678349
-190.0,30,61.678355
-170.0,30,61.678364
20.0,30,61.678369
-200.0,30,61.823118
220.0,30,61.823169
-190.0,30,61.823178
20.0,30,61.823184
-90.0,30,61.82319
0.0,30,61.823195
-180.0,30,61.8232
10.0,30,61.823205
10.0,30,61.968897
-190.0,30,61.968952
-390.0,30,61.968965
-200.0,30,61.968971
-190.0,30,61.968977
-400.0,30,61.968986
-180.0,30,61.968991
-390.0,30,61.968996
-200.0,30,62.117393
-190.0,30,62.117445
-400.0,30,62.117454
20.0,30,62.117461
-180.0,30,62.117467
-200.0,30,62.117472
-390.0,30,62.117477
-190.0,30,62.117482
-300.0,30,62.25427
330.0,30,62.254322
-190.0,30,62.254331
-190.0,30,62.254338
10.0,30,62.254344
20.0,30,62.254354
-170.0,30,62.254359
10.0,30,62.254364
-390.0,30,62.394322
-90.0,30,62.394374
-180.0,30,62.394383
-180.0,30,62.394389
-90.0,30,62.394394
-190.0,30,62.3944
-190.0,30,62.394405
10.0,30,62.39441
-90.0,30,62.536103
-400.0,30,62.536156
10.0,30,62.536166
10.0,30,62.536172
20.0,30,62.536178
-190.0,30,62.536183
-200.0,30,62.536188
-380.0,30,62.536193
10.0,30,62.681237
-90.0,30,62.681289
-190.0,30,62.681298
-400.0,30,62.681304
-190.0,30,62.68131
-180.0,30,62.681315
-390.0,30,62.68132
-190.0,30,62.681325
20.0,30,62.820761
-390.0,30,62.820821
-190.0,30,62.820838
-400.0,30,62.820844
110.0,30,62.820849
220.0,30,62.820853
-300.0,30,62.820857
-180.0,30,62.820861
-580.0,30,62.960679
-200.0,30,62.960727
-180.0,30,62.960735
-400.0,30,62.96074
-180.0,30,62.960744
10.0,30,62.960749
-190.0,30,62.960753
20.0,30,62.960757
0.0,30,63.104333
-180.0,30,63.104375
0.0,30,63.104383
10.0,30,63.104388
-170.0,30,63.104393
-400.0,30,63.104397
-390.0,30,63.104401
-190.0,30,63.104405
20.0,30,63.239333
-100.0,30,63.239384
-190.0,30,63.239395
120.0,30,63.239402
-180.0,30,63.239408
-200.0,30,63.239413
110.0,30,63.239417
-190.0,30,63.239421
0.0,30,78.45347
0.0,30,78.454298
0.0,30,78.454313
0.0,30,78.45432
0.0,30,78.454326
0.0,30,78.454331
0.0,30,78.454336
0.0,30,78.454341
0.0,30,78.551279
0.0,30,78.551341
0.0,30,78.551354
0.0,30,78.551362
0.0,30,78.551368
0.0,30,78.551373
0.0,30,78.551378
0.0,30,78.551383
0.0,30,78.641946
0.0,30,78.642001
0.0,30,78.642017
0.0,30,78.642023
0.0,30,78.642028
0.0,30,78.642051
0.0,30,78.642056
0.0,30,78.642061
0.0,30,78.729858
0.0,30,78.729912
0.0,30,78.729928
0.0,30,78.729935
0.0,30,78.729941
0.0,30,78.729946
0.0,30,78.729951
0.0,30,78.729956
0.0,30,78.821995
0.0,30,78.822052
0.0,30,78.822062
0.0,30,78.822068
0.0,30,78.822074
0.0,30,78.822083
0.0,30,78.822088
0.0,30,78.822092
0.0,30,78.913888
0.0,30,78.913939
0.0,30,78.913949
0.0,30,78.913956
0.0,30,78.913962
0.0,30,78.913969
0.0,30,78.913975
0.0,30,78.913982
0.0,30,79.005522
0.0,30,79.005577
0.0,30,79.005588
0.0,30,79.005594
0.0,30,79.0056
0.0,30,79.005605
0.0,30,79.00561
0.0,30,79.005615
0.0,30,79.093787
0.0,30,79.093842
0.0,30,79.093855
0.0,30,79.093861
0.0,30,79.093867
0.0,30,79.093872
0.0,30,79.093876
0.0,30,79.093881
0.0,30,79.184312
0.0,30,79.184399
0.0,30,79.184442
0.0,30,79.184455
0.0,30,79.184464
0.0,30,79.184469
0.0,30,79.184474
0.0,30,79.184479
0.0,30,79.274194
0.0,30,79.274249
0.0,30,79.274259
0.0,30,79.274266
0.0,30,79.274271
0.0,30,79.274276
0.0,30,79.274281
0.0,30,79.274286
0.0,30,79.361836
0.0,30,79.361899
0.0,30,79.361908
0.0,30,79.361917
0.0,30,79.361923
0.0,30,79.361929
0.0,30,79.361934
0.0,30,79.361938
0.0,30,79.451132
0.0,30,79.451184
0.0,30,79.451194
0.0,30,79.4512
0.0,30,79.451206
0.0,30,79.451212
0.0,30,79.451218
0.0,30,79.451224
0.0,30,79.541114
0.0,30,79.541171
0.0,30,79.541181
0.0,30,79.541187
0.0,30,79.541192
0.0,30,79.541197
0.0,30,79.541202
0.0,30,79.541207
0.0,30,79.634249
0.0,30,79.634295
0.0,30,79.634305
0.0,30,79.634311
0.0,30,79.634317
0.0,30,79.634322
0.0,30,79.634327
0.0,30,79.634332
0.0,30,79.739806
0.0,30,79.739856
0.0,30,79.739878
0.0,30,79.7399
0.0,30,79.73991
0.0,30,79.739918
0.0,30,79.739925
0.0,30,79.739932
0.0,30,79.851257
0.0,30,79.851303
0.0,30,79.85132
0.0,30,79.851328
0.0,30,79.851336
0.0,30,79.851343
0.0,30,79.851348
0.0,30,79.851353
0.0,30,79.953791
0.0,30,79.953842
0.0,30,79.953851
0.0,30,79.953858
0.0,30,79.953863
0.0,30,79.953868
0.0,30,79.953873
0.0,30,79.953878
0.0,30,80.052086
0.0,30,80.052143
0.0,30,80.052157
0.0,30,80.052163
0.0,30,80.052169
0.0,30,80.052174
0.0,30,80.052179
0.0,30,80.052183
0.0,30,80.141655
0.0,30,80.141706
0.0,30,80.141716
0.0,30,80.141722
0.0,30,80.141728
0.0,30,80.141733
0.0,30,80.141739
0.0,30,80.141746
0.0,30,80.230401
0.0,30,80.230452
0.0,30,80.230461
0.0,30,80.230467
0.0,30,80.230473
0.0,30,80.230478
0.0,30,80.230483
0.0,30,80.230488
0.0,30,80.321932
0.0,30,80.321968
0.0,30,80.321977
0.0,30,80.321983
0.0,30,80.321989
0.0,30,80.321994
0.0,30,80.321998
0.0,30,80.322004
0.0,30,80.418317
0.0,30,80.418372
0.0,30,80.418381
0.0,30,80.418387
0.0,30,80.418393
0.0,30,80.418398
0.0,30,80.418403
0.0,30,80.418407
0.0,30,80.512533
0.0,30,80.512588
0.0,30,80.512602
0.0,30,80.512609
0.0,30,80.512614
0.0,30,80.512619
0.0,30,80.512625
0.0,30,80.512629
0.0,30,80.602591
0.0,30,80.602644
0.0,30,80.602654
0.0,30,80.60266
0.0,30,80.602665
0.0,30,80.602672
0.0,30,80.602679
0.0,30,80.602685
0.0,30,80.692243
0.0,30,80.692297
0.0,30,80.692317
0.0,30,80.692325
0.0,30,80.69233
0.0,30,80.692334
0.0,30,80.692339
0.0,30,80.692342
0.0,30,80.782149
0.0,30,80.782194
0.0,30,80.782202
0.0,30,80.782207
0.0,30,80.782212
0.0,30,80.782219
0.0,30,80.782223
0.0,30,80.782228
0.0,30,80.870303
0.0,30,80.870358
0.0,30,80.870369
0.0,30,80.870375
0.0,30,80.870381
0.0,30,80.870388
0.0,30,80.870393
0.0,30,80.870397
0.0,30,80.985919
0.0,30,80.985969
0.0,30,80.985978
0.0,30,80.985983
0.0,30,80.985988
0.0,30,80.985992
0.0,30,80.985997
0.0,30,80.986
0.0,30,81.077042
0.0,30,81.077097
0.0,30,81.077105
0.0,30,81.07711
0.0,30,81.077115
0.0,30,81.07712
0.0,30,81.077124
0.0,30,81.077128
0.0,30,81.166704
0.0,30,81.16675
0.0,30,81.166758
0.0,30,81.166773
0.0,30,81.166778
0.0,30,81.166783
0.0,30,81.166787
0.0,30,81.166791
0.0,30,81.255919
0.0,30,81.255982
0.0,30,81.255992
0.0,30,81.255998
0.0,30,81.256003
0.0,30,81.256008
0.0,30,81.256012
0.0,30,81.256016
0.0,30,81.344421
0.0,30,81.344463
0.0,30,81.344471
0.0,30,81.344476
0.0,30,81.344482
0.0,30,81.344486
0.0,30,81.34449
0.0,30,81.344495
0.0,30,81.435785
0.0,30,81.435839
0.0,30,81.435851
0.0,30,81.435859
0.0,30,81.435864
0.0,30,81.435872
0.0,30,81.435876
0.0,30,81.435881
0.0,30,81.527012
0.0,30,81.527062
0.0,30,81.527076
0.0,30,81.527083
0.0,30,81.527088
0.0,30,81.527092
0.0,30,81.527097
0.0,30,81.5271
0.0,30,81.618157
0.0,30,81.618208
0.0,30,81.618219
0.0,30,81.618225
0.0,30,81.61823
0.0,30,81.618236
0.0,30,81.61824
0.0,30,81.618244
0.0,30,81.709452
0.0,30,81.709501
0.0,30,81.709512
0.0,30,81.709517
0.0,30,81.709522
0.0,30,81.709527
0.0,30,81.709531
0.0,30,81.709535
0.0,30,81.80222
0.0,30,81.802279
0.0,30,81.802288
0.0,30,81.802294
0.0,30,81.8023
0.0,30,81.802306
0.0,30,81.802311
0.0,30,81.802316
0.0,30,81.89337
0.0,30,81.893416
0.0,30,81.893425
0.0,30,81.89343
0.0,30,81.893435
0.0,30,81.893439
0.0,30,81.893443
0.0,30,81.893447
0.0,30,82.023867
0.0,30,82.023914
0.0,30,82.023922
0.0,30,82.023932
0.0,30,82.023938
0.0,30,82.023944
0.0,30,82.023952
0.0,30,82.023957
0.0,30,82.128387
0.0,30,82.128436
0.0,30,82.128445
0.0,30,82.12845
0.0,30,82.128456
0.0,30,82.128462
0.0,30,82.128467
0.0,30,82.128471
0.0,30,82.230416
0.0,30,82.230462
0.0,30,82.23047
0.0,30,82.230476
0.0,30,82.230481
0.0,30,82.230485
0.0,30,82.230489
0.0,30,82.230493
0.0,30,82.328887
0.0,30,82.328932
0.0,30,82.32894
0.0,30,82.328945
0.0,30,82.32895
0.0,30,82.328954
0.0,30,82.328958
0.0,30,82.328962
0.0,30,82.420546
0.0,30,82.420611
0.0,30,82.420621
0.0,30,82.420626
0.0,30,82.420631
0.0,30,82.420635
0.0,30,82.420639
0.0,30,82.420643
0.0,30,82.514744
0.0,30,82.514793
0.0,30,82.514801
0.0,30,82.514806
0.0,30,82.514811
0.0,30,82.514816
0.0,30,82.51482
0.0,30,82.514824
0.0,30,82.605137
0.0,30,82.605189
0.0,30,82.605199
0.0,30,82.605205
0.0,30,82.60521
0.0,30,82.605215
0.0,30,82.60522
0.0,30,82.605224
0.0,30,82.736148
0.0,30,82.736187
0.0,30,82.736196
0.0,30,82.736203
0.0,30,82.736209
0.0,30,82.736214
0.0,30,82.736218
0.0,30,82.736223
0.0,30,82.840621
0.0,30,82.840668
0.0,30,82.840679
0.0,30,82.840685
0.0,30,82.840691
0.0,30,82.840696
0.0,30,82.840701
0.0,30,82.840706
0.0,30,82.943801
0.0,30,82.943856
0.0,30,82.943866
0.0,30,82.943871
0.0,30,82.943876
0.0,30,82.94388
0.0,30,82.943884
0.0,30,82.943889
0.0,30,83.042953
0.0,30,83.043003
0.0,30,83.043016
0.0,30,83.043022
0.0,30,83.043027
0.0,30,83.043032
0.0,30,83.043036
0.0,30,83.04304
0.0,30,83.137098
0.0,30,83.137154
0.0,30,83.137163
0.0,30,83.137169
0.0,30,83.137174
0.0,30,83.137179
0.0,30,83.137183
0.0,30,83.137188
0.0,30,83.2295
0.0,30,83.229549
0.0,30,83.229556
0.0,30,83.229562
0.0,30,83.229566
0.0,30,83.22957
0.0,30,83.229574
0.0,30,83.229578
0.0,30,83.321954
0.0,30,83.322013
0.0,30,83.322024
0.0,30,83.322034
0.0,30,83.322041
0.0,30,83.322046
0.0,30,83.32205
0.0,30,83.322054
0.0,30,83.419123
0.0,30,83.419182
0.0,30,83.419191
0.0,30,83.419197
0.0,30,83.419215
0.0,30,83.41922
0.0,30,83.419224
